column,dtype,non_null_count,null_pct,unique_values,mean,std,min,max
id,int64,15187,0.0,16,5.008559952591032,3.426457197993696,1.0,16.0
occ_90,int64,15187,0.0,98,39.35326265885297,18.234746382239738,0.0,109.0
high_demand_90,float64,15187,0.0,44,41.31705914725315,2.8650567454082476,34.65727699530517,54.42458100558659
property_type,float64,15187,0.0,24,1.6783103970501085,0.9860289505487065,0.0,17.0
room_type,float64,15187,0.0,17,2.040890235069467,1.4162517229334024,0.0,23.0
accommodates,float64,15187,0.0,32,2.684598669915059,2.5413896023275777,0.0,132.0
bedrooms,float64,15187,0.0,44,4.129243209715831,2.3419625432676554,0.2325581395348837,10.0
bathrooms_final,float64,15187,0.0,44,7.007083183374045,2.684736348268441,0.2325581395348837,10.0
beds,float64,15187,0.0,44,3.083382468929712,2.4089620593287253,0.2325581395348837,10.0
amenities_count,float64,15187,0.0,44,7.037896945425029,2.753149795619871,0.2325581395348837,10.0
neighbourhood,int64,15187,0.0,2,0.8083229077500493,0.3936333156331824,0.0,1.0
latitude,int64,15187,0.0,2,0.35326265885296637,0.47799916042765195,0.0,1.0
longitude,int64,15187,0.0,2,0.8570487917297689,0.3500346097585182,0.0,1.0
host_listings_count,float64,15187,0.0,155,120.07967340488575,575.892180655346,1.0,4889.0
is_superhost,int64,15187,0.0,15187,5.995245002723891e+17,5.520277694802328e+17,5456.0,1.4416608131399875e+18
host_identity_verified,int64,15187,0.0,2,0.3471390004609205,0.4760760849540962,0.0,1.0
number_of_reviews,int64,15187,0.0,2,0.3853954039639165,0.4867046169999696,0.0,1.0
reviews_per_month,float64,15187,0.0,12078,30.280347461310114,0.06418304092322102,30.07844,30.51835
review_scores_rating,float64,12276,19.17,2997,1357.5298142717497,1172.7204437166756,1.0,5941.0
review_scores_accuracy,float64,15187,0.0,42,5.523527150052847,2.2264273983666696,0.2439024390243902,10.0
review_scores_cleanliness,float64,15187,0.0,42,5.831884981557654,2.833718990528473,0.2439024390243902,10.0
review_scores_checkin,float64,15187,0.0,11773,-97.75036072779933,0.06447359781237023,-98.05335,-97.5593
review_scores_communication,int64,15187,0.0,73,7.888983999473234,30.206797265112595,1.0,1124.0
review_scores_location,object,15187,0.0,44,,,,
review_scores_value,float64,15187,0.0,42,6.999569896630213,2.709163591503182,0.2439024390243902,10.0
instant_bookable,int64,15187,0.0,531,44.177454401791,91.25597525593724,0.0,1291.0
minimum_nights,float64,15187,0.0,91,0.4849081451241193,0.40259873205778623,0.0,1.0
listing_age_days,float64,10708,29.49,992,386.4705827418752,2620.1983217195275,9.0,50000.0
has_reviews,float64,10708,29.49,2059,103.26426860220053,1053.3846526296995,1.5,25000.0
price_per_person,object,15187,0.0,68,,,,
price_clean,float64,15187,0.0,44,3.273089263425504,2.509979104707191,0.2325581395348837,10.0
vibe_score,float64,15187,0.0,44,7258.503786631544,7590.462675624994,11.0,21514.0
sentiment_mean,float64,15187,0.0,123,4.869363929676697,0.3066074787519835,1.0,5.0
sentiment_std,float64,15187,0.0,111,4.908667939685257,0.26848000435175834,1.0,5.0
subjectivity,float64,15187,0.0,142,4.828681767300981,0.32969754037194815,1.0,5.0
review_count,float64,15187,0.0,112,4.913562586422598,0.2732639575971166,1.0,5.0
avg_review_length,float64,15187,0.0,139,4.8366961875288075,0.29429787805085783,0.0,5.0
walkability_score,float64,15187,0.0,129,4.850518864818595,0.31146492864261094,0.0,5.0
safety_score,float64,15187,0.0,137,4.788347270692039,0.3352730013195613,0.0,5.0
nightlife_score,float64,15187,0.0,784,1.1768110884308949,1.616477486402662,0.0,23.08
quietness_score,object,15187,0.0,4,,,,
family_friendly_score,float64,15187,0.0,43,5.135061798105277,2.0470700114876053,0.238095238095238,10.0
local_authentic_score,float64,15187,0.0,44,0.43535788921676455,0.01430499819102989,0.3481004088504088,0.4678673989991869
convenience_score,float64,15187,0.0,44,0.208331693459178,0.011350652891436204,0.163169628726571,0.3006162839300763
food_scene_score,float64,15187,0.0,44,0.6416111634342001,0.009200194277429418,0.5045282587782588,0.6650159565296471
liveliness_score,float64,15187,0.0,39,71.11911511458472,25.642630733916665,6.7,100.0
charm_score,float64,15187,0.0,43,6.913482652613087,2.9327759448601007,0.238095238095238,10.0
